epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.2302978204059603,1.9224920330047608,33.16,87.02
1,2.0779719572639466,1.4677960487365722,51.03,93.81
2,1.954128187184334,1.249110132789612,61.55,95.71
3,1.8500786815690995,1.1113103830337525,67.04,97.46
4,1.7594173725938798,1.0054835837364198,71.2,97.92
5,1.690337189221382,0.9743831059455872,74.6,98.07
6,1.6368335241985321,0.9111312389373779,75.06,97.95
7,1.6045898494386672,0.9092082453727722,77.15,98.56
8,1.5760754446172713,0.9015963391304016,79.18,98.05
9,1.5538062218284607,0.9511365507125854,77.39,97.76
10,1.5278038105869294,0.9388186014175415,79.86,98.34
11,1.5131397381210328,1.0149514163970947,78.18,98.38
12,1.4967402129745484,0.9055189719200134,80.83,98.76
13,1.489116897354126,0.8556276364326477,82.22,98.51
14,1.483696096482277,1.061794951725006,75.18,97.66
15,1.477169733915329,1.0889581647872926,78.86,97.81
16,1.4700135064315796,0.9111354809761048,81.39,98.74
17,1.4675115732717514,0.9463032605171203,82.23,98.6
18,1.4556202934074403,1.0639475645065308,79.2,98.38
19,1.448260076546669,1.0283326030731201,81.29,98.73
20,1.4492123018598557,0.9014043535232544,81.81,98.03
21,1.44242191321373,1.035082776069641,82.32,98.41
22,1.4390268343544006,1.0205133054733277,81.32,98.61
23,1.425302762784958,1.0529388656616212,80.34,97.94
24,1.4195833889961242,0.9426674089431762,82.64,98.32
25,1.4171817551517487,1.0554668756484986,82.47,98.8
26,1.408874586582184,1.1884451541900636,68.3,96.65
27,1.4090228276014327,1.0048099932670593,81.77,98.25
28,1.4057906262159348,1.2348965330123902,79.06,97.98
29,1.4065098783969878,0.9928418161392212,81.82,98.33
30,1.398440744652748,1.0760916513442993,80.86,98.16
31,1.3972423139572143,0.9699585464477539,81.65,97.87
32,1.393991012635231,1.0324956596374513,82.65,98.29
33,1.3966388313579559,1.0296367319107056,81.65,98.7
34,1.3906555931138993,0.9006888405799865,85.27,98.91
35,1.3933805655479432,1.1002319152832032,80.51,98.35
36,1.3774158152484894,0.9705625502586365,82.96,98.46
37,1.3855835126781464,0.9269171482086181,85.13,99.0
38,1.379957739133835,0.9725222935676575,84.65,98.78
39,1.3854293019914627,1.095623929977417,82.79,98.73
40,1.3803916710329056,1.0041019764900208,83.85,98.49
41,1.3754019692611694,1.079265450668335,83.02,97.95
42,1.3711659901762008,0.9700602353096008,82.92,98.7
43,1.378411676340103,1.0464921573638917,79.39,97.85
44,1.3665878567647933,1.0254018678665162,82.98,98.42
45,1.3707506532907485,0.8697558824539184,84.84,98.94
46,1.3640188792943955,0.9624433107376099,85.82,98.76
47,1.3651158219957351,1.015478921031952,80.25,98.3
48,1.3643632518672943,1.0976949014663697,82.19,98.47
49,1.3595195835733414,0.8170603910446167,86.44,99.12
50,1.3607069828128815,0.8041882905960083,86.57,98.97
51,1.3547193863677978,1.0928859272003173,81.16,98.49
52,1.3572334979438783,0.9322817477226257,86.79,98.74
53,1.350975730161667,0.8884697137832641,84.86,98.69
54,1.3537870856189729,0.8849057883262634,86.73,98.56
55,1.3542460504531861,1.0762516178131103,81.38,98.02
56,1.3495321531534195,1.0322871262550355,84.18,98.44
57,1.3471227745819092,1.061756073474884,79.67,97.73
58,1.3507981130409241,1.3693186477661132,73.19,96.82
59,1.340390312514305,0.9901240966796875,86.36,98.74
60,1.3518891787433625,0.8283262054443359,86.09,98.91
61,1.3433739847278594,0.8147263928413391,86.74,98.93
