epoch,train_loss,lr
0,2.2302,1e-06
1,2.0784,1.595e-05
2,1.9515,3.09e-05
3,1.8467,4.585e-05
4,1.7567,6.08e-05
5,1.6905,7.575e-05
6,1.6405,9.07e-05
7,1.6063,0.0001056
8,1.5746,0.0001206
9,1.5565,0.0001355
10,1.5391,0.0001505
11,1.5206,0.0001654
12,1.5048,0.0001804
13,1.4968,0.0001953
14,1.4857,0.0002103
15,1.4756,0.0002252
16,1.4762,0.0002402
17,1.4713,0.0002551
18,1.4591,0.0002701
19,1.4507,0.000285
20,1.4482,0.0002929
21,1.4397,0.0002922
22,1.44,0.0002914
23,1.4247,0.0002906
24,1.4143,0.0002898
25,1.4113,0.000289
26,1.406,0.0002881
27,1.4027,0.0002872
28,1.3971,0.0002862
29,1.3968,0.0002852
30,1.3892,0.0002842
31,1.3889,0.0002831
32,1.3853,0.0002821
33,1.3916,0.000281
34,1.3849,0.0002798
35,1.3914,0.0002786
36,1.371,0.0002774
37,1.3799,0.0002762
38,1.3731,0.0002749
39,1.3748,0.0002736
40,1.3715,0.0002723
41,1.3655,0.000271
42,1.3642,0.0002696
43,1.3706,0.0002682
44,1.3599,0.0002667
45,1.3642,0.0002653
46,1.3562,0.0002638
47,1.3581,0.0002622
48,1.3554,0.0002607
49,1.3496,0.0002591
50,1.3535,0.0002575
51,1.3453,0.0002559
52,1.3471,0.0002543
53,1.3413,0.0002526
54,1.3466,0.0002509
55,1.3476,0.0002492
56,1.3402,0.0002474
57,1.3397,0.0002457
58,1.3385,0.0002439
59,1.3337,0.0002421
60,1.3402,0.0002402
61,1.3344,0.0002384
62,1.3301,0.0002365
63,1.3338,0.0002346
64,1.33,0.0002327
65,1.3291,0.0002308
66,1.3268,0.0002288
67,1.3226,0.0002268
68,1.3164,0.0002249
69,1.3197,0.0002228
70,1.3195,0.0002208
71,1.317,0.0002188
72,1.3223,0.0002167
73,1.316,0.0002147
74,1.3116,0.0002126
75,1.3181,0.0002105
76,1.3125,0.0002084
77,1.3087,0.0002063
78,1.3038,0.0002041
79,1.2986,0.000202
80,1.2968,0.0001998
81,1.3008,0.0001976
82,1.3042,0.0001955
83,1.2978,0.0001933
84,1.2954,0.0001911
85,1.2877,0.0001888
86,1.2914,0.0001866
87,1.2891,0.0001844
88,1.2891,0.0001822
89,1.2849,0.0001799
90,1.282,0.0001777
91,1.275,0.0001754
92,1.2759,0.0001732
93,1.2739,0.0001709
94,1.2679,0.0001686
95,1.268,0.0001664
96,1.2679,0.0001641
97,1.2623,0.0001618
98,1.2676,0.0001596
99,1.266,0.0001573
100,1.2565,0.000155
101,1.2559,0.0001527
102,1.2574,0.0001504
103,1.2547,0.0001482
104,1.2493,0.0001459
105,1.2496,0.0001436
106,1.2408,0.0001414
107,1.2414,0.0001391
108,1.2379,0.0001368
109,1.2391,0.0001346
110,1.2342,0.0001323
111,1.2295,0.0001301
112,1.228,0.0001278
113,1.2259,0.0001256
114,1.2263,0.0001234
115,1.217,0.0001212
116,1.2158,0.0001189
117,1.2148,0.0001167
118,1.2138,0.0001145
119,1.2126,0.0001124
120,1.2055,0.0001102
121,1.2097,0.000108
122,1.2016,0.0001059
123,1.2026,0.0001037
124,1.2016,0.0001016
125,1.1944,9.951e-05
126,1.197,9.741e-05
127,1.1939,9.533e-05
128,1.186,9.326e-05
129,1.1886,9.121e-05
130,1.1888,8.917e-05
131,1.17,8.715e-05
132,1.1718,8.515e-05
133,1.1754,8.316e-05
134,1.1685,8.119e-05
135,1.1656,7.924e-05
136,1.1674,7.731e-05
137,1.1637,7.539e-05
138,1.1606,7.35e-05
139,1.1532,7.162e-05
140,1.1495,6.977e-05
141,1.1469,6.794e-05
142,1.1488,6.613e-05
143,1.1452,6.434e-05
144,1.1388,6.257e-05
145,1.1416,6.083e-05
146,1.1332,5.911e-05
147,1.1353,5.741e-05
148,1.1335,5.574e-05
149,1.1251,5.409e-05
150,1.1262,5.247e-05
151,1.1271,5.087e-05
152,1.1166,4.93e-05
153,1.1162,4.775e-05
154,1.1136,4.623e-05
155,1.1074,4.474e-05
156,1.0987,4.328e-05
157,1.0991,4.184e-05
158,1.1001,4.043e-05
159,1.0955,3.905e-05
160,1.0877,3.769e-05
161,1.0968,3.637e-05
162,1.0859,3.507e-05
163,1.0844,3.381e-05
164,1.0813,3.257e-05
165,1.0728,3.137e-05
166,1.0785,3.019e-05
167,1.0737,2.905e-05
168,1.0687,2.794e-05
169,1.0662,2.685e-05
170,1.0671,2.58e-05
171,1.0665,2.479e-05
172,1.0581,2.38e-05
173,1.06,2.285e-05
174,1.0534,2.193e-05
175,1.0496,2.104e-05
176,1.0447,2.018e-05
177,1.0532,1.936e-05
178,1.0509,1.857e-05
179,1.0391,1.782e-05
180,1.0361,1.71e-05
181,1.0368,1.641e-05
182,1.0279,1.576e-05
183,1.0341,1.514e-05
184,1.0236,1.456e-05
185,1.0287,1.401e-05
186,1.0273,1.349e-05
187,1.0241,1.301e-05
188,1.0313,1.257e-05
189,1.0195,1.216e-05
190,1.017,1.179e-05
191,1.0169,1.145e-05
192,1.0131,1.114e-05
193,1.015,1.088e-05
194,1.016,1.064e-05
195,1.0106,1.045e-05
196,1.0118,1.029e-05
197,1.014,1.016e-05
198,1.0134,1.007e-05
199,1.0112,1.002e-05
200,1.0068,1e-05
201,1.0049,1e-05
202,1.0104,1e-05
203,1.007,1e-05
204,1.0097,1e-05
205,1.0126,1e-05
206,1.0123,1e-05
207,1.0049,1e-05
208,1.0083,1e-05
209,1.0072,1e-05
