epoch,epoch_seconds
0,484.0
1,485.0
2,485.0
3,484.0
4,484.0
5,484.0
6,483.0
7,483.0
8,483.0
9,483.0
10,483.0
11,483.0
12,483.0
13,484.0
14,485.0
15,484.0
16,484.0
17,485.0
18,485.0
19,485.0
20,485.0
21,486.0
22,486.0
23,486.0
24,485.0
25,486.0
26,486.0
27,486.0
28,486.0
29,486.0
30,487.0
31,486.0
32,487.0
33,487.0
34,486.0
35,486.0
36,486.0
37,485.0
38,486.0
39,486.0
40,485.0
41,484.0
42,485.0
43,484.0
44,484.0
45,484.0
46,484.0
47,484.0
48,484.0
49,484.0
50,485.0
51,484.0
52,484.0
53,484.0
54,484.0
55,484.0
56,484.0
57,484.0
58,483.0
59,483.0
60,484.0
61,484.0
62,483.0
63,484.0
64,483.0
65,484.0
66,483.0
67,483.0
68,483.0
69,483.0
70,483.0
71,483.0
72,483.0
73,483.0
74,483.0
75,483.0
76,483.0
77,483.0
78,483.0
79,484.0
80,483.0
81,482.0
82,482.0
83,482.0
84,483.0
85,483.0
86,483.0
87,483.0
88,483.0
89,483.0
90,483.0
91,483.0
92,482.0
93,483.0
94,482.0
95,484.0
96,483.0
97,482.0
98,482.0
99,483.0
100,483.0
101,483.0
102,484.0
103,484.0
104,485.0
105,484.0
106,485.0
107,485.0
108,485.0
109,485.0
110,485.0
111,485.0
112,486.0
113,486.0
114,485.0
115,486.0
116,486.0
117,485.0
118,486.0
119,486.0
120,486.0
121,486.0
122,486.0
123,486.0
124,486.0
125,486.0
126,487.0
127,487.0
128,486.0
129,487.0
130,488.0
131,487.0
132,488.0
133,489.0
134,488.0
135,488.0
136,487.0
137,487.0
138,487.0
139,488.0
140,489.0
141,488.0
142,487.0
143,487.0
144,487.0
145,487.0
146,488.0
147,488.0
148,488.0
149,487.0
150,486.0
151,486.0
152,486.0
153,486.0
154,486.0
155,486.0
156,485.0
157,485.0
158,486.0
159,485.0
160,486.0
161,485.0
162,485.0
163,486.0
164,486.0
165,485.0
166,486.0
167,486.0
168,485.0
169,485.0
170,485.0
171,486.0
172,486.0
173,486.0
174,485.0
175,486.0
176,485.0
177,485.0
178,485.0
179,485.0
180,485.0
181,485.0
182,485.0
183,486.0
184,485.0
185,485.0
186,485.0
187,485.0
188,486.0
189,485.0
190,486.0
191,486.0
192,486.0
193,487.0
194,488.0
195,489.0
196,489.0
197,489.0
198,488.0
199,488.0
200,488.0
201,487.0
202,488.0
203,489.0
204,489.0
205,488.0
206,487.0
207,487.0
208,488.0
209,488.0
