epoch,train_loss,eval_loss,eval_top1,eval_top5
50,1.3603743921613694,0.9045466875076293,85.57,98.94
51,1.3524086324214935,0.9904065326690674,86.02,98.7
52,1.3551580952787399,1.0240668688774108,85.9,98.57
53,1.3493810330581666,0.9218356522560119,85.17,98.75
54,1.3534524025583268,0.8827085371971131,86.25,99.06
55,1.3501130413389206,0.9514075043678284,85.25,98.69
56,1.350077447423935,1.1154661478042602,82.5,98.18
57,1.3462024133253097,1.0090622699737548,83.27,98.66
58,1.3451777581644058,1.1049124134063721,83.77,98.24
59,1.3465213361120223,0.9325739837646484,84.35,98.68
60,1.3473110014724732,0.8372849024772644,86.7,99.04
61,1.3449462712335587,0.8565956531524658,86.65,98.89
62,1.3353076586103438,0.9860580201148987,85.11,98.32
63,1.3428744638681411,0.887324764251709,84.93,98.62
64,1.3373682212638855,1.0008922780990601,85.21,98.49
65,1.337660615210533,0.9063317890167236,85.95,98.48
66,1.334860038304329,0.825908570098877,86.47,98.46
67,1.3291590533542632,0.8362282319068909,85.07,98.47
68,1.3217699596881867,0.940133740234375,85.05,98.32
69,1.3284375444936751,1.03496742477417,81.15,98.32
70,1.3266198257875443,0.7992665947914124,86.49,98.7
71,1.3226920806694031,0.913462712097168,85.41,98.83
72,1.3286430096006394,0.7922093185424804,87.2,98.94
73,1.3231914491033554,0.8772701418876648,86.68,98.67
74,1.319934856891632,0.7469243124961853,87.71,99.06
75,1.32302553586483,0.7756113824844361,88.22,98.98
76,1.3192901124238967,0.8595784403800965,87.48,98.49
77,1.3204267917585373,0.6983026996612549,87.03,98.88
78,1.3115250821065902,0.9620050968170166,84.94,98.33
79,1.3048642430830002,0.7833396651268005,87.63,98.98
80,1.305721234602928,0.747363339138031,87.7,98.88
81,1.3060261878347397,0.7508591040611267,87.78,99.03
82,1.3125901814365386,0.7252020404815673,87.59,98.66
83,1.3052142312335968,0.8916248913764954,87.5,98.48
84,1.3057949641036988,0.9273485456466675,85.9,98.47
85,1.2968460434103013,0.8630430110931396,85.88,98.77
86,1.2992431057929992,0.795612254524231,87.25,98.48
87,1.2981854711818694,0.7576238121032715,87.14,98.89
88,1.2994234304332732,0.6822513325691223,88.0,98.71
89,1.2931723065805436,0.7089255403518677,87.28,98.56
90,1.2921749010801316,0.8673922134399414,87.03,98.24
91,1.2856271049404144,0.7044774879455566,89.29,99.0
92,1.2857949627828598,0.8034003226280212,87.87,98.88
93,1.2846132593488693,0.8367263788223267,86.6,98.02
94,1.2794671281433105,0.7838276708602905,87.85,98.53
95,1.2789449506282806,0.7586715609550476,87.19,98.37
96,1.2772316339111327,0.6565360915184021,88.32,99.08
97,1.2728716731882095,0.7103532055854798,88.56,99.07
98,1.2759616580343247,0.7717471674919129,89.1,98.98
99,1.2734041238451004,0.753100471496582,89.28,99.21
100,1.2662004229068755,0.7923979979515076,87.73,98.27
101,1.2640300324964524,0.7879798492431641,88.9,98.92
102,1.2710130471134187,0.7608888414382935,87.24,98.43
103,1.2655420019054413,0.6865734190940856,88.71,98.89
104,1.257012572054863,0.6738375831604004,89.53,98.84
105,1.2587855456495285,0.7000427536010743,87.71,99.04
106,1.2493821550416946,0.5815859360694885,89.37,99.19
107,1.2509198488330842,0.6138479730606079,89.62,98.89
108,1.245694336576462,0.6464119669914246,89.54,98.77
109,1.2448305712747574,0.7304142799377441,89.08,98.77
110,1.2442898579502106,0.6704008644104004,89.29,98.63
111,1.2398658134698868,0.760122869682312,89.66,98.94
112,1.2345418019485475,0.6606307035446167,89.84,98.94
113,1.2340176876592637,0.638135498714447,90.7,99.1
114,1.2378219817352294,0.6767308901786804,89.14,98.87
115,1.2229834559869766,0.7631644653320313,88.95,98.63
116,1.2251939091348647,0.6445646922111511,89.43,98.87
117,1.2255491761398316,0.6486747941970825,89.97,98.97
118,1.2216088953065871,0.5620351078987121,90.08,99.26
119,1.2174624046039582,0.6388442452430725,90.73,98.97
120,1.2133661703491212,0.6697636681556701,89.81,98.57
121,1.2185876209688187,0.7379427067756653,88.53,98.52
122,1.209878733086586,0.5924281604766846,90.28,98.9
123,1.2109973766565323,0.6735360172271728,90.3,98.98
124,1.2065962050008774,0.6958913824081421,90.39,98.8
125,1.2009627153158189,0.5825208861351013,90.22,99.09
126,1.2047477601957322,0.6308193968772888,90.88,99.16
127,1.1993951503753661,0.6151481702804565,89.27,98.77
128,1.1931178190469742,0.6259687063217163,90.59,98.95
129,1.1919495494890213,0.6189325478553772,90.61,98.82
130,1.1957068910169601,0.5833754028320313,90.77,99.1
131,1.177761722931862,0.5778265619277954,91.41,98.87
132,1.1773314348268509,0.5280311009407044,91.23,99.2
133,1.1805596624612809,0.6735209732055664,91.15,98.8
134,1.1754847906923294,0.5506280374526977,91.44,99.17
135,1.169964592924118,0.6157787431716919,91.03,98.77
136,1.1756318819379807,0.6521779417991638,90.72,98.65
137,1.1694944153356552,0.6300024912834168,90.56,98.58
138,1.1679413804864884,0.6193919382095336,91.12,98.97
139,1.1612989259052278,0.5927437554359436,91.18,98.98
140,1.1576607307386397,0.5470895876884461,91.7,99.16
141,1.1527564792490006,0.626620906162262,91.32,98.85
142,1.156095670633316,0.5531489286899567,91.35,98.64
143,1.1514264322423935,0.5024488005638122,91.49,99.24
144,1.1471435938835144,0.5163852589130402,91.63,99.32
145,1.1479383030176162,0.45453531284332277,92.19,99.3
146,1.1396988171815872,0.526499089050293,92.15,99.08
147,1.141708297109604,0.5058322751045227,92.7,99.37
148,1.1373318690156937,0.5081430089950562,91.82,98.71
149,1.1298644298696519,0.4438948324203491,92.77,99.33
150,1.1326549237012864,0.5545386973381042,92.18,98.67
151,1.1316819756937027,0.5462757112503052,91.96,98.95
152,1.1207578602552415,0.42457224969863894,92.79,99.32
153,1.1200259407234192,0.5704086780071258,91.48,98.82
154,1.118317186961174,0.45857030458450315,92.68,99.31
155,1.1114754246091842,0.5074519878387451,92.12,98.99
156,1.1055670907068254,0.43494829168319704,93.12,99.46
157,1.1034911280059814,0.5133817481040954,92.49,98.92
158,1.106682930727005,0.4951201093673706,92.43,99.06
159,1.1018111274623872,0.4022764552116394,93.06,99.3
160,1.094122611951828,0.4301298414230347,93.02,99.34
161,1.103120757417679,0.6076552716255188,91.88,98.36
162,1.0885264247846604,0.41634637513160705,92.83,99.1
163,1.091541042318344,0.4432962375640869,93.13,99.34
164,1.0834960910177232,0.42068038215637205,93.4,99.21
165,1.0771406048679353,0.46860089664459226,93.25,99.1
166,1.083976922941208,0.5139386736869812,92.31,99.09
167,1.0791695911979675,0.48540823755264284,92.71,99.12
168,1.0729357418680192,0.4454900673866272,93.23,99.15
169,1.0716385504961015,0.4560330500602722,93.09,99.22
170,1.0722887668943406,0.46885853090286256,92.88,98.92
171,1.0708610454702376,0.4710112690925598,92.58,99.04
172,1.062041450791359,0.38403362464904783,93.32,99.39
173,1.063197488245964,0.3695823645591736,93.22,99.32
174,1.0579938652563095,0.3710470790863037,93.14,99.48
175,1.0544988501882553,0.3806487720489502,93.61,99.3
176,1.0498523463821412,0.3561152064323425,93.55,99.41
177,1.0569063373899459,0.3740967929363251,93.7,99.44
178,1.0570053965568542,0.34515158586502076,93.98,99.41
179,1.0441881266260147,0.353403818321228,93.97,99.52
180,1.0402300076866149,0.45538425126075743,93.18,99.01
181,1.0400430913972856,0.3341018956184387,94.21,99.47
182,1.0347099221563338,0.38309379472732547,93.83,99.19
183,1.0366179980897903,0.3787421366214752,94.14,99.29
184,1.028122699508667,0.3618150074005127,93.98,99.16
185,1.0345123537540435,0.3276762933254242,94.18,99.62
186,1.0333821505641938,0.3512727688312531,94.03,99.19
187,1.0280648249959945,0.34417459897994995,94.37,99.26
188,1.0359642202997208,0.4458312707901001,93.72,98.85
189,1.0231649346971512,0.3585986077308655,94.2,99.27
190,1.0240955017757416,0.368630695438385,94.17,99.29
191,1.020822339682579,0.4002055696964264,94.03,98.96
192,1.0158448505830764,0.3773825254440308,93.94,99.21
193,1.019951724615097,0.3729920268535614,94.29,99.24
194,1.0191332984018326,0.35315957107543944,94.36,99.55
195,1.0163527926683427,0.44655599212646485,93.78,98.9
196,1.0176914048337937,0.3514152118682861,94.43,99.4
197,1.0189346311998366,0.373023477602005,94.4,99.18
198,1.0176414402818679,0.3541930820941925,94.24,99.3
199,1.0139490292215347,0.3960880198955536,94.02,99.18
200,1.0088283394384385,0.3312856316328049,94.12,99.4
201,1.0098925026988983,0.37614522795677185,94.29,99.25
202,1.0163777532148361,0.37866437726020813,94.15,98.89
203,1.0155302389001846,0.36466550259590147,94.46,99.21
204,1.014235036482811,0.3714924467563629,94.44,99.19
205,1.017071508526802,0.3969426407337189,94.25,98.93
206,1.015015150527954,0.3679593752861023,94.35,99.17
207,1.007747228870392,0.3507494265317917,94.25,98.92
208,1.0106207076311111,0.3479423913955689,94.63,99.1
209,1.0108862002563477,0.36308336853981016,94.62,99.3
