epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.230474323091507,1.9238497400283814,33.09,87.09
1,2.077560961904526,1.4565795989990233,51.89,94.01
2,1.9509753603553772,1.2449380409240722,61.63,95.72
3,1.8443862374067306,1.1061034452438354,67.94,97.36
4,1.7528501702833175,1.020325368309021,70.93,97.41
5,1.6836369198608399,0.9894678943634033,73.78,97.76
6,1.6343936708688735,0.8863810254096984,76.24,97.87
7,1.6005207349681854,0.8837557870864868,77.74,98.26
8,1.5732502717208863,0.9461618779182434,78.2,97.89
9,1.5519282242870331,0.9644031928062439,78.58,98.12
10,1.534481498413086,1.001663402748108,79.91,98.15
11,1.5142684926366805,0.9421509185791016,80.17,98.55
12,1.50371396630764,0.9649105764389038,80.83,98.37
13,1.4893852763605118,0.9137476895332336,81.06,98.46
14,1.485955713391304,1.272203454399109,69.23,95.08
15,1.4734479786109924,1.1272397453308105,79.05,97.92
16,1.4758534812450408,0.9590436403274536,80.95,98.49
17,1.4736130487823487,1.077563952255249,79.33,98.58
18,1.4608037019062041,1.1121404713630676,79.13,98.02
19,1.4544037381792068,1.2071345865249634,74.79,97.91
20,1.4523710443019866,1.030040950012207,79.51,98.27
21,1.4454747041511535,1.2643343318939209,71.1,94.78
22,1.4430629152154923,1.0678983058929443,78.95,98.37
23,1.4345592875003814,1.2405067998886108,70.98,96.41
24,1.4217978757667542,1.0705395182609558,80.13,98.22
25,1.4159679304075241,1.1139645984649658,81.28,98.52
26,1.4109102071619033,1.099200145149231,76.08,97.69
27,1.4067023603153228,1.088993389892578,81.5,97.97
28,1.405581533460617,1.29368807888031,76.85,97.99
29,1.4033860212087632,1.0151051400184632,81.71,98.55
30,1.395887843284607,1.2064172718048096,76.49,97.21
31,1.3937429920387268,1.0233321509361266,82.16,98.5
32,1.3914050301408767,1.0473044953346253,83.73,98.39
33,1.3968232618570329,1.0841786378860474,83.38,98.66
34,1.390416891322136,1.0031695644378662,80.16,98.66
35,1.3972160403871536,1.1958090612411498,77.95,98.49
36,1.3815120035219193,1.0668154651641846,80.24,98.24
37,1.3867682941961288,0.9477235852241516,84.98,98.89
38,1.3831383193206788,1.0827046845436097,81.94,98.38
39,1.3833196894645692,1.263230560874939,76.41,98.11
40,1.378627147603035,1.1146381556510925,81.09,98.14
41,1.3731172783613206,1.1027076216697693,82.82,98.32
42,1.370842673664093,1.0118174827575683,83.87,98.74
43,1.375343251285553,1.154812195968628,81.96,98.53
44,1.3670996297979354,1.1462815357208251,82.14,98.37
45,1.3689600554084778,0.9369073999404908,84.49,98.57
46,1.363570950484276,1.0253582681655884,85.01,98.57
47,1.3634090815544129,0.9892746740341186,84.18,98.6
